name,nationality,gender,birthdate
Alfonso Bialetti,Italian,Male,1888
Heinz Gappmayr,Austrian,Male,1925
Gertrud Fischbacher,Austrian,Female,1967
Harrell Fletcher,American,Male,1967
Josephine Meckseper,German,Female,1964
Cao Guimarães,Brazilian,Male,1965
Cao Fei,Chinese,Female,1978
David Lamelas,Argentine,Male,1946
Batiste Madalena,American,Male,1902
Shannon Ebner,American,Female,1971
Sergej Jensen,Danish,Male,1973
Aernout Mik,Dutch,Male,1962
Harry Dodge,American,Female,1966
Stanya Kahn,American,Female,1968
Yui Kugimiya,Japanese,Female,1981
Seher Shah,Pakistani,Female,1975
Walid Raad,Lebanese,Male,1967
Joachim Koester,Danish,Male,1962
Alex Hubbard,American,Male,1975
Beca Lipscombe,British,Female,1973
A. Lawrence Kocher,American,Male,1885
Bani Abidi,Pakistani,Female,1971
Peter Roehr,German,Male,1944
Liza Béar,British,Female,1955
Jarbes Lopes,Brazilian,Male,1964
Martin Campbell,New Zealander,Male,1943
Enrico David,Italian,Male,1966
Linder [Linda Sterling],British,Female,1954
Patty Chang,American,Female,1972
David Kelley,American,Male,1972
Julian Jarrold,British,Male,1960
Joshua Marston,American,Male,1968
Robert Rodriguez,American,Male,1968
Frank Miller,American,Male,1957
Paul Auster,American,Male,1947
Stephen Frears,British,Male,1941
Derek Jarman,British,Male,1942
Pascale Ferran,French,Female,1960
Alexander Roitburd,Ukrainian,Male,1961
Alix Pearlstein,American,Female,1962
Anne Ramsden,Canadian,Female,1952
Barbara Hammann,German,Female,1945
Bernar Hébert,Canadian,Male,1961
Bruce Yonemoto,American,Male,1949
Norman Yonemoto,American,Male,1946
Cara DeVito,American,Female,1951
Catalina Parra,Chilean,Female,1940
Chris Cunningham,British,Male,1970
Aphex Twin,British,Male,1971
Claudia Von Alemann,German,Female,1943
Daizaburo Harada,Japanese,Male,1956
Haruhiko Shono,Japanese,Female,1960
Dan Sandin,American,Male,1942
Danièle Nyst,Belgian,Female,1942
Jacques Louis Nyst,Belgian,Male,1942
Danielle Jaeggi,Swiss,Female,1945
David Claerbout,Belgian,Male,1969
David Cort,American,Male,1935
Dennis Day,Canadian,Male,1960
Dimitrije Martinovic,Yugoslav,Male,1951
Donald Fagen,American,Male,1948
Doug Hall,American,Male,1944
Doug Melnyck,Canadian,Male,1952
Wim T Schippers,Dutch,Male,1942
Duan Jinchuan,Chinese,Female,1962
Ed Bowes,American,Male,1944
Edward Rankus,American,Male,1953
Elizabeth van der Zaag,Canadian,Female,1952
Ellen Spiro,American,Female,1964
Enrique Aguerre,Uruguayan,Male,1964
Eric Metcalfe,Canadian,Male,1940
Ernest Gusella,Canadian,Male,1941
Francesc Torres,Spanish,Male,1948
Fujiko Nakaya,Japanese,Female,1933
Hakudo Kobayashi,Japanese,Male,1944
Gabor Body,Hungarian,Male,1946
Garth Jennings,British,Male,1972
Gloria Camiruaga,Chilean,Female,1940
Pablo Lavin,Chilean,Male,1948
Gusztáv Hámos,Hungarian,Male,1955
Guy Ben-Ner,Israeli,Male,1969
Hans Breder,German,Male,1935
Hironori Terai,Japanese,Male,1961
Hitoshi Takekiyo,Japanese,Male,1967
Ian Breakwell,British,Male,1943
Beryl Korot,American,Female,1945
Jan Peacock,Canadian,Female,1955
Jean Carlomusto,American,Female,1959
Jean-Baptiste Mondino,French,Male,1949
Jeanette Reinhardt,Canadian,Female,1954
Jöelle de la Casinière,French,Female,1944
John Adams,British,Male,1953
Jorge Furtado,Brazilian,Male,1959
Julie Gustafson,American,Female,1949
Jun Okazaki,Japanese,Male,1956
Emi Segawa,Japanese,Female,1959
Kathy High,American,Female,1954
Katsuhiro Yamaguchi,Japanese,Male,1928
Katsuya Taka,Japanese,Male,1963
Keigo Yamamoto,Japanese,Male,1936
Klaudia Kemper,Chilean,Female,1966
Klaus vom Bruch,German,Male,1952
Heike-Melba Fendel,German,Female,1961
Ko Nakajima,Japanese,Male,1941
Koen Theys,Belgian,Male,1963
Kumiko Kushiyama,Japanese,Female,1959
Kunio Noda,Japanese,Male,1962
Laura Cottingham,American,Female,1959
Li Hong,Chinese,Female,1941
Liang Yue,Chinese,Female,1979
Linda Goode Bryant,American,Female,1949
Laura Poitras,American,Female,1964
Kim Tomczak,Canadian,Male,1952
Lu Chunsheng,Chinese,Female,1966
Lyn Blumenthal,American,Female,1949
Madelon Hooykaas,Dutch,Female,1942
Elsa Stansfield,Scottish,Female,1945
Marcela Poch,Chilean,Female,1964
Marcelo Tas,Brazilian,Male,1959
Fernando Meirelles,Brazilian,Male,1955
Max Almy,American,Female,1948
Maxi Cohen,American,Female,1949
Michael Klier,Czech,Male,1943
Michel Gondry,French,Male,1963
Morihiro Wada,Japanese,Male,1947
Nan Hoover,American,Female,1931
Naoko Tosa,Japanese,Female,1961
Nelson Henricks,Canadian,Male,1963
Nestor Olhagaray,Chilean,Male,1946
Nobuhiro Kawanaka,Japanese,Male,1941
Noriyuki Okuda,Japanese,Male,1940
Osamu Nagata,Japanese,Male,1950
Dimitri Devyatkin,American,Male,1949
Paul Wong,Canadian,Male,1954
Paulette Phillips,Canadian,Female,1956
Geoffrey Shea,Canadian,Male,1958
Dr. Dre,American,Male,1965
Philip Virus,German,Male,1971
Alec Empire,German,Male,1972
Rafael França,Brazilian,Male,1957
Robert Morin,Canadian,Male,1949
Roman Coppola,American,Male,1965
Roman Maskalev,Kyrgyzstani,Male,1977
Maxim Boronilov,Kyrgyzstani,Male,1980
Ros Barron,American,Female,1933
Dalibor Martinis,Croatian,Male,1947
Sara Diamond,American,Female,1954
Satoshi Ono,Japanese,Male,1977
Shoichiro Azuma,Japanese,Male,1957
Shuntaro Tanikawa,Japanese,Male,1931
Shuji Terayama,Japanese,Male,1935
Steve Fagin,American,Male,1946
Susan Rynard,Canadian,Female,1961
Tetsuo Mizuno,Japanese,Male,1948
Tirtza Even,Israeli,Female,1963
Tom Sherman,Canadian,Male,1947
Tsurumaki Kazuya,Japanese,Male,1966
Vern Hume,Canadian,Male,1956
Vincent Carelli,Brazilian,Male,1953
Wang Jianwei,Chinese,Male,1958
Xu Zhen,Chinese,Male,1977
Yang Zhenzhong,Chinese,Male,1968
Yau Ching,Chinese,Female,1966
Yoshiyuki Tomino,Japanese,Male,1941
Zhang Yuan,Chinese,Female,1963
Perry Hoberman,American,Male,1954
Willem de Ridder,Dutch,Male,1939
German Bobe,Chilean,Male,1963
Henry Flynt,American,Male,1940
James Victore,American,Male,1962
Matteo Bazzicalupo,Italian,Male,1966
Raffaella Mangiarotti,Italian,Female,1965
Clemens Weisshaar,German,Male,1977
Christoph Weisshaar,German,Male,1980
Charles Martin,French,Male,1884
Alfred Choubrac,French,Male,1853
Jorre van Ast,Dutch,Male,1980
Tabaimo,Japanese,Female,1975
Lotty Rosenfeld,Chilean,Female,1943
Eder Santos,Brazilian,Male,1960
Alan Scarritt,American,Male,1945
Sandra Llano-Mejia,Colombian,Female,1951
Rita Myers,American,Female,1947
François Girard,Canadian,Male,1963
Alexander Isley,American,Male,1961
Silvia Bächli,Swiss,Female,1956
Frank Barkow,American,Male,1957
Regine Leibinger,German,Female,1963
Blake Rayne,American,Male,1969
Christian Jankowski,German,Male,1968
Gedi Sibony,American,Male,1973
Jordi Canudas,Spanish,Male,1975
Klara Liden,Swedish,Female,1979
Lutz Mommartz,German,Male,1934
Andrei Monastyrski,Russian,Male,1949
Susanne Bier,Danish,Female,1960
Bent Hamer,Norwegian,Male,1956
Daniel Burman,Argentine,Male,1973
Patrice Chéreau,French,Male,1944
Keith Fulton,American,Male,1965
Louis Pepe,American,Male,1966
Lars von Trier,Danish,Male,1956
Patrice Leconte,French,Male,1947
Hirokazu Koreeda,Japanese,Male,1962
Hans-Christian Schmid,German,Male,1965
Cédric Klapisch,French,Male,1961
Hans Weingartner,Austrian,Male,1970
Guy Maddin,Canadian,Male,1956
Ken Loach,British,Male,1936
Lukas Moodysson,Swedish,Male,1969
Kevin Macdonald,Scottish,Male,1967
Michael Cuesta,American,Male,1963
Alfonso Cuaron,Mexican,Male,1961
Jim Gaylord,American,Male,1974
Richard Tipping,Australian,Male,1949
Judit Reigl,Hungarian,Female,1923
Feng Mengbo,Chinese,Male,1966
Rudolf Baschant,German,Male,1897
Moris (Israel Meza Moreno),Mexican,Male,1978
Tim Burton,American,Male,1958
Carlo Brogi,Italian,Male,1850
Olaf Martin Peder Væring,Norwegian,Male,1837
Peter Downsbrough,American,Male,1940
Robert H. Bergman,American,Male,1944
Paul Gavarni,French,Male,1804
Adolf Fassbender,American,Male,1884
Adrien Tournachon,French,Male,1825
Matt Connors,American,Male,1976
Beatriz González,Colombian,Female,1938
Francesco Cangiullo,Italian,Male,1884
Ingrid Wiener,Austrian,Female,1942
Frank Lupo,American,Male,1950
Daniel Rowen,American,Male,1953
Alison Knowles,American,Female,1933
John Moffat,Scottish,Male,1819
Robert Mallet-Stevens,French,Male,1886
Sue de Beer,American,Female,1973
Shay Alkalay,Israeli,Male,1976
Jonathan Runcio,Canadian,Male,1977
Lene Berg,Norwegian,Female,1965
Rosa Loy,German,Female,1958
Zachary Wollard,American,Male,1974
Mihály Biró,Hungarian,Male,1886
Amy Granat,American,Female,1976
Andrea Modica,American,Female,1960
Toshiko Okanoue,Japanese,Female,1925
Julian Rosefeldt,German,Male,1965
Guido van der Werve,Dutch,Male,1977
Edith Dekyndt,Belgian,Female,1960
Tomas Saraceno,Argentine,Male,1973
Margarete Schütte-Lihotzky,Austrian,Female,1897
Walter O. Grimm,German,Male,1894
Georg Tappert,German,Male,1880
Karl Jacob Hirsch,German,Male,1892
Josef Achmann,German,Male,1885
Georg Alexander Mathéy,German,Male,1884
Willi Zierath,German,Male,1890
Aloys Wach,Austrian,Male,1892
Grete Stern,Argentine,Female,1904
John Wood,British,Male,1969
Kinya Tagawa,Japanese,Male,1976
Toshio Iwai,Japanese,Male,1962
Noémi Raymond,American,Female,1889
Song Dong,Chinese,Male,1966
Auguste Belloc,French,Male,1800
Paul Marcellin Berthier,French,Male,1822
Alphonse Bertillon,French,Male,1853
Eugène Constant,French,Male,1840
Louis-Joseph Deflube,French,Male,1797
Frédéric A. Flacheron,French,Male,1813
André Giroux,French,Male,1801
Paul Henry,French,Male,1848
Auguste Vacquerie,French,Male,1819
Louis Adolphe Humbert de Molard,French,Male,1800
Jean-Charles Langlois,French,Male,1789
Bengt af Klintberg,Swedish,Male,1938
Eric Andersen,Danish,Male,1940
Sylvano Bussotti,Italian,Male,1931
Henning Christiansen,Danish,Male,1932
Giuseppe Chiari,Italian,Male,1926
Philip Corner,American,Male,1933
Toshi Ichiyanagi,Japanese,Male,1933
Terry Jennings,American,Male,1940
György Sándor Ligeti,Austrian,Male,1923
Yoriaki Matsudaira,Japanese,Male,1931
Pierre Mercure,Canadian,Male,1927
Heinz-Klaus Metzger,German,Male,1932
Gabriel de Rumine,Swiss,Male,1841
Pierre Trémaux,French,Male,1818
Tomas Schmit,German,Male,1943
Dieter Schnebel,German,Male,1930
Karlheinz Stockhausen,German,Male,1938
James Tenney,American,Male,1934
Yasunao Tone,Japanese,Male,1935
Michael Von Biel,German,Male,1937
George Yuasa,Japanese,Male,1929
Jerzy Flisak,Polish,Male,1930
Jutta Koether,German,Female,1958
Walead Beshty,American,Male,1976
Daniel Gordon,American,Male,1980
Carter Mull,American,Male,1977
Kathy Acker,American,Female,1947
Shunji Yamanaka,Japanese,Male,1957
Genpei Akasegawa,Japanese,Male,1937
Alice Hutchins,American,Female,1916
Carla Liss,American,Female,1944
Larry Miller,American,Male,1944
Peter Moore,American,Male,1932
Jock Reynolds,American,Male,1947
Yoshi Wada,Japanese,Male,1943
Roman Polanski,Polish,Male,1933
Ivan Passer,Czech,Male,1933
Salvo (Salvatore Mangione),Italian,Male,1947
Costa Gavras,Greek,Male,1933
Sarah Watt,Australian,Female,1958
Shohei Imamura,Japanese,Male,1926
Mohammad Rasoulof,Iranian,Male,1972
Kelly Reichardt,American,Female,1964
Andrei Zvyagintsev,Russian,Male,1964
Mike Leigh,British,Male,1943
Darren Aronofsky,American,Male,1969
Richard Kern,American,Male,1954
Peter Hutton,American,Male,1944
Antonio Campos,American,Male,1983
Jesper Just,Danish,Male,1974
Werner Schroeter,German,Male,1945
Klaus Wyborny,Austrian,Male,1945
Storm de Hirsch,American,Female,1912
David Cronenberg,Canadian,Male,1943
Jon Favreau,American,Male,1966
Gregory Hoblit,American,Male,1944
Wil Shriner,American,Male,1953
Bob Dolman,Canadian,Male,1949
Menno Meyjes,Dutch,Male,1954
Terrence Malick,American,Male,1943
David Dobkin,American,Male,1969
Todd Field,American,Male,1964
Chris Weitz,American,Male,1969
Adam Shankman,American,Male,1964
Peter Jackson,New Zealander,Male,1961
Silvie Defraoui,Swiss,Male,1935
Didier Rittener,Swiss,Male,1969
Glenn O'Brien,American,Male,1947
R. H. Quaytman,American,Female,1961
Ericka Beckman,American,Female,1951
Lynne Tillman,American,Female,1947
Otto von Kursell,German,Male,1884
Giancarlo Mattioli,Italian,Male,1933
Kuniharu Akiyama,Japanese,Male,1929
William Pope.L,American,Male,1955
Emil Pottner,Austrian,Male,1872
Paul Bach,German,Male,1866
Adolf Edward Herstein,Polish,Male,1869
Doug Liman,American,Male,1965
Frank Shepard Fairey,American,Male,1970
Paul Nadar,French,Male,1856
Martin Ramirez,Mexican,Male,1895
Laurel Nakadate,American,Female,1975
Julien Vallou de Villeneuve,French,Male,1795
David Musgrave,British,Male,1973
Thurston Moore,American,Male,1958
William Crosby Renwick,American,Male,1914
Eduardo Costa,Argentine,Male,1940
Robert Wiene,German,Male,1873
Prospère Henry,French,Male,1849
Auguste Mestral,French,Male,1812
Werner Graul,German,Male,1905
Lorraine O'Grady,American,Female,1934
Roberta Bayley,American,Female,1950
Edit DeAk,American,Female,1950
Beatriz Cifuentes,Spanish,Female,1975
Yoshiki Waterhouse,Canadian,Male,1973
Frank Stewart,American,Male,1949
Riccardo Blumer,Swiss,Male,1959
Matteo Borghi,Italian,Male,1976
Stephan Van Dam,American,Male,1959
Ondi Timoner,American,Female,1972
Bruce Weber,American,Male,1946
Mira Nair,Indian,Female,1957
Amos Gitai,Israeli,Male,1950
Matthias Sauerbruch,German,Male,1955
Louisa Hutton,British,Female,1957
Olga Chernysheva,Russian,Female,1962
Barbara Hammer,American,Female,1939
Baz Luhrmann,Australian,Male,1962
Terry deRoy Gruber,American,Male,1953
Dankmar Adler,American,Male,1844
Seung H-Sang,Korean,Male,1952
Young Joon Kim,Korean,Male,1960
John Keenen,American,Male,1957
Edward Krasi_ski,Polish,Male,1925
Hai Quoc Tran,Vietnamese,Male,1960
Tuan Andrew Nguyen,American,Male,1976
György Konecsni,Hungarian,Male,1908
Majda Dobravec-Lajovic,Yugoslav,Female,1931
Greg Sharits,American,Male,1945
Kate Millett,American,Female,1934
Elohim (Ely) Raman,Canadian,Male,1930
Jacqueline Humphries,American,Female,1960
Anton Furst,British,Male,1944
Juan Araujo,Venezuelan,Male,1971
Martha Colburn,American,Female,1972
Leonard Freed,American,Male,1929
Sophie Tottie,Swedish,Female,1964
Holger Nielsen,Danish,Male,1917
Ranjani Shettar,Indian,Female,1977
Margaret Macdonald,British,Female,1865
Candice Breitz,South African,Female,1972
Ragnar Kjartansson,Icelandic,Male,1976
Igor Kopystiansky,American,Male,1954
Svetlana Kopystiansky,American,Female,1950
Ryan McNamara,American,Male,1979
Mickalene Thomas,American,Female,1971
Jan Tichy,Israeli,Male,1974
Freddie Yauner,British,Male,1982
Mai-Thu Perret,Swiss,Female,1976
Christien Meindertsma,Dutch,Female,1980
Julia Wachtel,American,Female,1956
Julie Joliat,Swiss,Female,1979
Hân Pham,Danish,Female,1971
Cornelia Blatter,American,Female,1960
Marcel Hermans,American,Male,1961
Lino Manfrotto,Italian,Male,1936
Gilberto Battocchio,Italian,Male,1941
Raymond Jacobs,American,Male,1923
Teresita Fernandez,American,Female,1968
Cyprien Gaillard,French,Male,1980
Jean Tschumi,Swiss,Male,1904
Edouard-Marcel Sandoz,Swiss,Male,1881
Nye Ffarrabas (formerly Bici Forbes and Bici Forbes Hendricks),American,Female,1932
Jack Goldstein,Canadian,Male,1945
Katharina Sieverding,German,Female,1944
Elizaveta Ignatovich,Russian,Female,1903
Axel Schmid,German,Male,1971
Ingmar Bergman,Swedish,Male,1918
Michael Almereyda,American,Male,1959
Anne Lacaton,French,Female,1955
Jean Philippe Vassal,French,Male,1954
Iwan Baan,Dutch,Male,1975
Jeff Preiss,American,Male,1956
Goran Paskaljevic,Serbian,Male,1947
Jim Capobianco,American,Male,1969
Armando Iannucci,Scottish,Male,1963
Jan Troell,Swedish,Male,1931
Steven Soderbergh,American,Male,1963
Matteo Garrone,Italian,Male,1968
Peter Coffin,American,Male,1972
Arnaud Desplechin,French,Male,1960
Charles Burns,American,Male,1955
Lorenzo Mattotti,Italian,Male,1954
Richard McGuire,American,Male,1957
Ridley Scott,British,Male,1937
Brad Bird,American,Male,1957
Christopher Nolan,British,Male,1970
David Fincher,American,Male,1962
David Yates,British,Male,1963
So Young Kim,Korean,Female,1968
Noam Gonick,Canadian,Male,1973
Robert Gardner,American,Male,1925
Azazel Jacobs,American,Male,1972
Ellen Kurras,American,Female,1959
Mariah Robertson,American,Female,1975
Paul Lewis,American,Male,1966
David J. Lewis,American,Male,1966
Dmitrij Naumovich Babichenko,Russian,Male,1901
Edgar Arceneaux,American,Male,1972
Sara Greenberger Rafferty,American,Female,1978
Donald Genaro,American,Male,1932
Chitra Ganesh,American,Female,1975
Chris Kabel,Dutch,Male,1975
Paul Cocksedge,British,Male,1978
Vincent Fecteau,American,Male,1969
Pietro Gigli,Italian,Male,1897
Alfred Roller,Austrian,Male,1864
Bertalan Pór,Hungarian,Male,1880
Fritz Hellmut Ehmcke,German,Male,1878
Haegue Yang,Korean,Female,1971
Tom-Arne Solhaug,Norwegian,Male,1969
Aleksander Borgenhov,Norwegian,Male,1971
Qiu Anxiong,Chinese,Male,1972
Pasqualino Cangiullo,Italian,Male,1900
Helene Haasbauer-Wallrath,Swiss,Female,1885
Walter Cyliax,German,Male,1899
Ernst Fischer,German,Male,1910
Charles Henri Ford,American,Male,1908
Shahryar Nashat,Swiss,Male,1975
Viktor Weixler,Austrian,Male,1883
Fritz Judtmann,German,Male,1899
Ray Tomlinson,American,Male,1941
Nancy Azara,American,Female,1939
Betsy Damon,American,Female,1940
Lauren Ewing,American,Female,1946
Harmony Hammond,American,Female,1944
Diane Neumaier,American,Female,1946
Joan Semmel,American,Female,1932
Sylvia Sleigh,British,Female,1916
May Stevens,American,Female,1924
Athena Tacha,American,Female,1936
Martha Wilson,American,Female,1947
Frederic Lieberman,American,Male,1930
János Kender,Hungarian,Male,1937
Alex Prager,American,Female,1979
Elad Lassry,Israeli,Male,1977
Roe Ethridge,American,Male,1969
Juan Di Sandro,Argentine,Male,1898
Dmitri Baltermants,Russian,Male,1912
Bob Peterson,American,Male,1961
Ludwig Gosewitz,German,Male,1937
François Dufrêne,French,Male,1930
Laurence Bradshaw,British,Male,1899
Mary Adshead,British,Female,1904
Eric Lombers,British,Male,1914
Verney L. Danvers,British,Male,1895
Frédéric Druot,French,Male,1958
George Landow,American,Male,1944
Jessica Jackson Hutchins,American,Female,1971
Herbert Tomlinson,British,Male,1902
Alexandre Singh,French,Male,1980
Danh Vo,Danish,Male,1975
James Fitton,British,Male,1899
F. Ernest Jackson,British,Male,1872
Jacob Gayer,American,Male,1884
Miriam Böhm,German,Female,1972
Jules Janssen,French,Male,1824
Yusuf Arakkal,Indian,Male,1945
Giselle Baillie,South African,Female,1971
Kim Berman,South African,Female,1960
Kanuge John Bosco,Ugandan,Male,1968
Bronwen Findlay,South African,Female,1953
Sister Sheila Flynn,British,Female,1952
Deryck Healy,South African,Male,1937
Trevor Makhoba,South African,Male,1956
Judith Mason,South African,Female,1938
Sipho Mdanda,South African,Male,1960
Martin Moratillo,Peruvian,Male,1968
Gabisile Nkosi,South African,Female,1974
Daniel Ohene-Adu,Ghanaian,Male,1952
Carmen Perrin,Peruvian,Female,1953
Sthembiso Sibisi,South African,Male,1976
Yusuf Vahed,South African,Male,1971
Judy Woodborne,South African,Female,1966
Nhlanhla Xaba,South African,Male,1960
Mduduzi Xakaza,South African,Male,1965
Bjarke Ingels,Danish,Male,1974
Cameron Platter,South African,Male,1978
Hans Leistikow,German,Male,1892
Laurence Humier,Belgian,Female,1976
Kudzanai Chiurai,Zimbabwean,Male,1981
Marco Cianfanelli,South African,Male,1970
Barthelemy Toguo,Cameroonian,Male,1967
Ernestine White,South African,Female,1976
Billy Apple,New Zealander,Male,1935
Davorin Savnik,Slovenian,Male,1929
Susan Hefuna,German,Female,1962
Marie Cool,French,Female,1961
Thomas Heatherwick,British,Male,1970
Granger Moorhead,American,Male,1969
Robert Moorhead,American,Male,1972
Gerd Arntz,German,Male,1900
Tobias Frere-Jones,American,Male,1970
Jonathan Hoefler,American,Male,1970
Susan Kare,American,Female,1954
P. Scott Makela,American,Male,1960
Jeffery Keedy,American,Male,1957
Barry Deck,American,Male,1962
Albert-Jan Pool,Dutch,Male,1960
Erik Spiekermann,German,Male,1947
Neville Brody,British,Male,1957
Erik van Blokland,Dutch,Male,1967
Just van Rossum,Dutch,Male,1966
Inge Morath,Austrian,Female,1923
Tunga,Brazilian,Male,1952
De Wain Valentine,American,Male,1936
Rafael Ortega,Mexican,Male,1965
F. Holland Day,American,Male,1864
Joseph Turner Keiley,American,Male,1869
James Wells Champney,American,Male,1843
Charles I. Berg,American,Male,1856
Todd Haynes,American,Male,1961
Mathilde Weil,American,Female,1872
Adolf Boehm,Austrian,Male,1861
Rita Ackermann,Hungarian,Female,1968
Mateo López,Colombian,Male,1978
Carmela Gross,Brazilian,Female,1946
Paula Hayes,American,Female,1958
Pierre Chareau,French,Male,1883
Grace Jones,American,Female,1948
Karen Finley,American,Female,1956
Dani Leventhal,American,Female,1972
Arthur Bedou,American,Male,1882
Mart Stam,Dutch,Male,1899
Annette Kelm,German,Female,1975
Hank Willis Thomas,American,Male,1976
Dita Moser,Austrian,Female,1883
Brian Eno,British,Male,1948
Sameer Makarius,Argentine,Male,1924
Björk,Icelandic,Female,1965
Daniel Joseph Martinez,American,Male,1957
Friedrich Froebel,German,Male,1782
Magda Mautner von Markhof,Austrian,Female,1881
Deana Lawson,American,Female,1979
Ilene Segalove,American,Female,1950
Revital Cohen,Israeli,Female,1981
Reid Miles,American,Male,1927
Adam Pendleton,American,Male,1984
Kerstin Brätsch,German,Female,1979
Andrea Geyer,German,Female,1971
Sharon Hayes,American,Female,1970
Ashley Hunt,American,Male,1970
Katya Sander,Danish,Female,1970
Emiliano Godoy,Mexican,Male,1974
Ödön Palasovsky,Hungarian,Male,1899
William Plumb,American,Male,1932
Marek Piasecki,Polish,Male,1935
Cengiz Çekil,Turkish,Male,1945
Kiyoji Otsuji,Japanese,Male,1923
Roger Deakins,British,Male,1949
Saburo Murakami,Japanese,Male,1925
Diana Balton,American,Female,1958
Jacqueline Groag,British,Female,1903
Max Penson,Russian,Male,1893
Franciszka Themerson,British,Female,1907
Kacie Kinzer,American,Female,1983
Peter Opsvik,Norwegian,Male,1939
Golan Levin,American,Male,1972
Ayah Bdeir,Lebanese,Female,1982
Benjamin Dennel,French,Male,1983
Nicholas Felton,American,Male,1977
Soner Ozenc,Turkish,Male,1980
Gabriele Basilico,Italian,Male,1944
Eugène Beaudouin,French,Male,1898
Munio Gitai Weinraub,Israeli,Male,1909
Manon de Boer,Dutch,Female,1966
Ion Grigorescu,Romanian,Male,1945
Maarten Baas,Dutch,Male,1978
Max Weisel,American,Male,1991
Kate Hartman,American,Female,1981
Julien Devaux,Belgian,Male,1975
Heinrich Richter-Berlin,German,Male,1884
Charles Harry Jones,British,Male,1866
Jack Schulze,British,Male,1976
Oscar Bony,Argentine,Male,1941
Ron Gilad,Israeli,Male,1972
James Cameron,Canadian,Male,1954
Zach Lieberman,American,Male,1977
James Powderly,American,Male,1976
Chris Sugrue,American,Female,1978
Armando Andrade Tudela,Peruvian,Male,1975
Kerry Tribe,American,Female,1973
Campbell Orme,British,Male,1982
Will Wright,American,Male,1960
Tarn Adams,American,Male,1978
Zach Adams,American,Male,1975
Erik Hersman,American,Male,1975
Shigeru Ishitsuka,Japanese,Male,1975
Misako Kirigaya,Japanese,Female,1985
Matt Kenyon,American,Male,1977
Douglas Easterly,American,Male,1968
Lidy Prati,Argentine,Female,1921
Jacques Charlier,Belgian,Male,1939
Gary Bigot,French,Male,1948
Marcel Mariën,Belgian,Male,1920
Didier Vermeiren,Belgian,male,1951
Anne Collier,American,Female,1970
Peter Saville,British,Male,1955
Michael Buthe,German,Male,1944
Lynn Hershman Leeson,American,Female,1941
Giancarlo Mazzanti,Colombian,Male,1963
Robert Faludi,American,Male,1966
Kati London,American,Female,1976
Rebecca Bray,American,Female,1974
Andrzej Budek,Polish,Male,1959
Moyra Davey,Canadian,Female,1958
George Georgiou,British,Male,1961
Marguerite Humeau,French,Female,1986
Doug Rickard,American,Male,1968
Viviane Sassen,Dutch,Female,1972
Phil Collins,British,Male,1970
Miloslav Prokop,Czech,Male,1896
Stephen Vitiello,American,Male,1964
Henry Patrick Raleigh,American,Male,1880
Luigi Ghirri,Italian,Male,1943
Robert Rotifer,Austrian,Male,1969
Walter Käch,Swiss,Male,1901
Andrei Ujica,Romanian,Male,1951
Hans Ehrich,Swedish,Male,1942
Tom Ahlström,Swedish,Male,1943
Ray Yoshida,American,Male,1930
Ei Arakawa,Japanese,Male,1977
Nikolas Gambaroff,German,Male,1979
Tauba Auerbach,American,Female,1981
Nora Schultz,German,Female,1975
Henri Chopin,French,Male,1922
Zenon Januszewski,Polish,Male,1929
Filippo Romoli,Italian,Male,1901
Theo Doro (Théodore Pfeifer),French,Male,1896
Sanford Biggers,American,Male,1970
Joseph Albert,German,Male,1825
Jean Heiberg,Norwegian,Male,1884
Werner John,Swiss,Male,1941
Damián Ortega,Mexican,Male,1967
Hans Brockhage,German,Male,1925
Tom DeFanti,American,Male,1948
Yvonne Farrell,Irish,Female,1951
Shelley McNamara,Irish,Female,1952
Bill Rauhauser,American,Male,1918
Douglas Davis,American,Male,1933
Rainer (Imi) Giese,German,Male,1942
Bernd Lohaus,German,Male,1940
Val Telberg,American,Male,1910
Alec Soth,American,Male,1969
Pieter Hugo,South African,Male,1976
Michael Jackson,American,Male,1958
Siv Helene Stangeland,Norwegian,Female,1966
Reinhard Kropf,Austrian,Male,1967
David Chipperfield,British,Male,1953
Diamela Eltit,Chilean,Female,1949
Juan Castillo,Chilean,Male,1952
Raúl Zurita,Chilean,Male,1950
Fernando Balcells,Chilean,Male,1950
Boris Orlov,Russian,Male,1941
Spain Rodriguez,American,Male,1940
Ryan Gander,British,Male,1976
Senga Nengudi,American,Female,1943
Joe Bradley,American,Male,1975
Quay Brothers,American,Male,1947
Sturtevant,American,Female,1924
Mariana Castillo Deball,Mexican,Female,1975
Stephen Kaltenbach,American,Male,1940
Mathias Poledna,Austrian,Male,1965
Charles Gaines,American,Male,1944
Hajra Waheed,Canadian,Female,1980
Norbert Schwontkowski,German,Male,1949
Thomas Huber,Swiss,Male,1955
Peter Piller,German,Male,1968
Pedro Almodóvar,Spanish,Male,1949
Emily Sundblad,Swedish,Female,1977
Stefan Tcherepnin,American,Male,1977
Frantisek Drtikol,Czech,Male,1883
Tomislav Gotovac,Croatian,Male,1937
Henri Gerbault,French,Male,1863
Henri-Patrice Dillon,French,Male,1851
Louis Abel-Truchet,French,Male,1857
Tancrède Synave,French,Male,1860
Ernest La Jeunesse,French,Male,1874
Maxime Dethomas,French,Male,1867
Joseph Sattler,German,Male,1867
Gustave Le Rouge,French,Male,1867
Henri Lebasque,French,Male,1865
Craig Dykers,American,Male,1961
