name,nationality,gender,birthdate
Hilary Sample,American,Female,1971
Adele Röder,German,Female,1980
Annemarie Heinrich,German,Female,1912
Haluk Akakçe,Turkish,Male,1970
Jason Salavon,American,Male,1970
Anatole Saderman,Argentine,Male,1904
Jan Slothouber,Dutch,Male,1918
Willy Ørskov,Danish,Male,1920
Aldo van den Nieuwelaar,Dutch,Male,1944
Ed Sommer,Swiss,Male,1932
Emmy van Leersum,Dutch,Female,1930
David Tremlett,British,Male,1945
Abraham Cruzvillegas,Mexican,Male,1968
Beauford Delaney,American,Male,1901
Gabriel Sierra,Colombian,Male,1975
María Teresa Hincapié,Colombian,Female,1956
Waclaw Szpakowski,Polish,Male,1883
Yuya Ushida,Japanese,Male,1975
Michael Meredith,American,Male,1971
Joe Maloney,American,Male,1949
Jorinde Voigt,German,Female,1977
Josip Vaništa,Croatian,Male,1924
Tom Arndt,American,Male,1944
Corita Kent (Sister Mary Corita),American,Female,1918
Giorgio Berretti,Italian,Male,1941
Bernard Heidsieck,French,Male,1928
Ricardo Porro,Cuban,Male,1925
Marcel Slodki,Polish,Male,1892
František Bílek,Czech,Male,1872
Erich Gehre,German,Male,1886
Marie Rosalie (Mitzi) Friedmann-Otten,Austrian,Female,1884
Augusta von Zitzewitz,German,Female,1880
Katharina Heise (Karl Luis Heinrich-Salze),German,Female,1891
Richard Bampi,German,Male,1896
Eberhard Viegener,German,Male,1890
Bruno Beye,German,Male,1895
Jerzy von Hulewicz,Polish,Male,1886
Jan Wroniecki,German,Male,1890
Ines Wetzel,German,Female,1878
Rüdiger Berlit,German,Male,1883
Shambhavi,Indian,Female,1966
Johanna Calle,Colombian,Female,1965
Jens S Jensen,Swedish,Male,1946
Maria Kipp,American,Female,1900
Arthur Goetz,German,Male,1885
Frank Gardner,American,Male,1920
Joan Gardner,American,Female,1933
Mahonri M. Young,American,Male,1877
Taryn Simon,American,Female,1975
Oscar Tuazon,American,Male,1975
Lucien Hervé,Hungarian,Male,1910
Cami Stone,Belgian,Female,1892
Hilla Rebay von Ehrenwiesen,American,Female,1890
Lothar Homeyer,German,Male,1883
Takuma Nakahira,Japanese,Male,1938
Virginia Overton,American,Female,1971
John Outterbridge,American,Male,1933
Karl Otten,German,Male,1889
Emil Maetzel,German,Male,1877
Nick Cave,American,Male,1959
Akram Zaatari,Lebanese,Male,1966
Adam Ant (Stuart Leslie Goddard),British,Male,1954
Malcolm Garrett,British,Male,1956
Guy Peellaert,Belgian,Male,1934
Barney Bubbles (Colin Fulcher),British,Male,1942
Samella Lewis,American,Female,1924
Nick Egan,British,Male,1957
Bob Heimall,American,Male,1943
Spencer Drate,American,Male,1942
Arturo Vega,Mexican,Male,1943
Jamie Reid,British,Male,1947
Gene Greif,American,Male,1954
Ray Lowry,British,Male,1944
Pennie Smith,British,Female,1949
Pearl Thompson,British,Male,1957
Andy Vella,British,Male,1961
Poly Styrene (Marianne Joan Elliott-Said),British,Female,1957
Noriko Ambe,Japanese,Female,1967
Marcel Lods,French,Male,1891
Bernardo Ortiz Campo,Colombian,Male,1972
Henry Taylor,American,Male,1958
Kader Attia,French,Male,1970
Stanislaw Kubicki,German,Male,1886
Margarete Kubicka,German,Female,1891
Max Schwimmer,German,Male,1895
Gustav Heinrich Wolff,German,Male,1886
Arne Skouen,Norwegian,Male,1913
"John Whitney, Sr.",American,Male,1917
Evelyn Lambart,Canadian,Female,1914
Heinrich Zernack,German,Male,1899
Hugh Harman,American,Male,1903
Burt Gillett,American,Male,1891
Bill Roberts,American,Male,1899
Sang-ok Shin,Korean,Male,1926
Andrés Jaque,Spanish,Male,1971
Friz Freleng,American,Male,1905
Michel Auder,French,Male,1945
Shen Wei,Chinese,Male,1977
Erik Barnouw,American,Male,1908
Ernst Moritz Engert,German,Male,1892
Pat Sullivan,Australian,Male,1887
Richard Protovin,American,Male,1945
Peter Stathis,American,Male,1960
Michael McCoy,American,Male,1944
Dennis Pies,American,Male,1947
Lawrence C. Windom,American,Male,1876
Lynne Sachs,American,Female,1961
Alessandro Blasetti,Italian,Male,1900
Francis Jourdain,French,Male,1876
William Hanna,American,Male,1910
Joseph Barbera,American,Male,1911
Jordan Belson,American,Male,1926
Alan Berliner,American,Male,1956
Aleksandr Sokurov,Russian,Male,1951
Bert Haanstra,Dutch,Male,1916
Djibril Diop Mambéty,Senegalese,Male,1945
Abderrahmane Sissako,Mauritanian,Male,1961
Ousmane Sembène,Senegalese,Male,1923
Akira Kurosawa,Japanese,Male,1910
Raoul Peck,Haitian,Male,1953
Diana Barrie,American,Female,1952
Peter Kubelka,Austrian,Male,1934
Marijan Jevšovar,Croatian,Male,1922
Ivan Kožari_,Croatian,Male,1921
Miljenko Horvat,Croatian,Male,1935
Marie Menken,American,Female,1909
Michael Carapetian,British,Male,1938
André Komatsu,Brazilian,Male,1978
Adolf Born,Czech,Male,1930
Chen Shaoxiong,Chinese,Male,1962
Jaroslav Doubrava,Czech,Male,1909
Milos Macourek,Czech,Male,1926
Tex Avery,American,Male,1908
Andrew Noren,American,Male,1943
Gunvor Nelson,Swedish,Female,1931
Willard Maas,American,Male,1906
Vlatko Gilic,Yugoslav,Male,1935
Lou Bunin,American,Male,1904
Bill Basquin,American,Male,1970
Bela Tarr,Hungarian,Male,1955
Tom Chomont,American,Male,1942
John Karidis,American,Male,1958
George Clooney,American,Male,1961
Yael Hersonski,Israeli,Female,1970
Brent Green,American,Male,1978
David Henry Gerson,American,Male,1985
Chico Teixeira,Brazilian,Male,1970
Didier Faustino,French,Male,1968
Wael Shawky,Egyptian,Male,1971
Justin Matherly,American,Male,1972
John Maybury,British,Male,1958
Zdenek Miler,Czech,Male,1921
Wilfred Jackson,American,Male,1906
Bigas Luna,Spanish,Male,1946
King Baggot,American,Male,1879
Jack Cutting,American,Male,1908
Bruce Baillie,American,Male,1931
Michael Apted,British,Male,1941
Jean-Claude Lauzon,Canadian,Male,1953
Gabriel Axel,Danish,Male,1918
Wheeler Winston Dixon,American,Male,1950
John Frankenheimer,American,Male,1930
Ang Lee,Taiwanese,Male,1954
Wong Kar-wai,Chinese,Male,1958
Guy Ritchie,British,Male,1968
Alejandro González Iñárritu,Mexican,Male,1963
Joe Carnahan,American,Male,1969
Delphine Seyrig,French,Female,1932
Neville de Almeida,Brazilian,Male,1941
Robert Wilhite,American,Male,1946
Iván Hevesy,Hungarian,Male,1893
Fabio Balducci,Italian,Male,1964
Elaine May,American,Female,1932
Tommy Hartung,American,Male,1980
Wallace McCutcheon Jr.,American,Male,1880
Arch Connelly,American,Male,1950
Rania Stephan,Lebanese,Female,1960
James Longley,American,Male,1972
Raoul Ruiz,Chilean,Male,1941
Bill Daniel,American,Male,1959
Susan Warms Dryfoos,American,Female,1950
Godfrey Cheshire,American,Male,1951
Manish Acharya,Indian,Male,1967
Alice Elliott,American,Female,1946
Oscar Muñoz,Colombian,Male,1951
Lea Lublin,Argentine,Female,1929
István Orosz,Hungarian,Male,1951
Massoud Hassani,Dutch,Male,1983
Cathy Wilkes,Irish,Female,1966
Ben Kinmont,American,Male,1963
Dirk Vander Kooij,Dutch,Male,1983
Georgia Hubley,American,Female,1960
Alan Rudolph,American,Male,1943
Bruno Barreto,Brazilian,Male,1955
Walter Salles,Brazilian,Male,1956
John McKay,Scottish,Male,1965
Pat O'Connor,Irish,Male,1943
Jan Sverák,Czech,Male,1965
Régis Wargnier,French,Male,1948
Igor Nikolayev,Russian,Male,1924
Sam Wood,American,Male,1883
William Friedkin,American,Male,1935
Marleen Gorris,Dutch,Female,1948
Peter Medak,Hungarian,Male,1937
Don Roos,American,Male,1955
Harry Sinclair,New Zealander,Male,1959
Åke Sandgren,Swedish,Male,1955
James Merendino,American,Male,1969
Sam Raimi,American,Male,1959
George Lucas,American,Male,1944
Bryan Singer,American,Male,1965
John Irvin,British,Male,1940
James Gray,American,Male,1969
Barry Sonnenfeld,American,Male,1953
Jean-Claude Tramont,Belgian,Male,1934
Bob Fosse,American,Male,1927
Bruno Bozzetto,Italian,Male,1938
John Landis,American,Male,1950
Percy Adlon,German,Male,1935
Hal Ashby,American,Male,1929
Lawrence Kasdan,American,Male,1949
Brian De Palma,American,Male,1940
Terry Gilliam,American,Male,1940
Herbert Ross,American,Male,1927
Gene Saks,American,Male,1921
Robert Moore,American,Male,1927
Mark Rydell,American,Male,1934
Jean-Paul Rappeneau,French,Male,1932
Jim Henson,American,Male,1936
Frank Oz,British,Male,1944
Richard Marquand,British,Male,1938
Norman Jewison,Canadian,Male,1926
Bob Rafelson,American,Male,1933
Mike Hodges,British,Male,1932
Richard Lester,American,Male,1932
Robert Youngson,American,Male,1917
Edward Zwick,American,Male,1952
Jamie Uys,South African,Male,1921
Randal Kleiser,American,Male,1946
Blake Edwards,American,Male,1922
Stanley Kramer,American,Male,1913
Mick Jackson,British,Male,1943
Édouard Molinaro,French,Male,1928
Peter Bogdanovich,American,Male,1939
Nicholas Hytner,British,Male,1956
Terry Jones,Welsh,Male,1942
Roland Joffé,British,Male,1945
Kenneth Branagh,Irish,Male,1960
Richard Benjamin,American,Male,1938
Jim Sheridan,Irish,Male,1949
Yves Robert,French,Male,1920
Roger Corman,American,Male,1926
Rob Reiner,American,Male,1947
Richard Williams,Canadian,Male,1933
Michael Caton-Jones,Scottish,Male,1957
Ted Tetzlaff,American,Male,1903
Alan J. Pakula,American,Male,1928
Richard Rush,American,Male,1929
Jack Haley Jr.,American,Male,1933
Richard Fleischer,American,Male,1916
Robert Wise,American,Male,1914
Michael Crichton,American,Male,1942
Clive Donner,British,Male,1926
Richard Talmadge,German,Male,1892
Taylor Hackford,American,Male,1944
George Dunning,Canadian,Male,1920
David Hand,American,Male,1900
Ben Sharpsteen,American,Male,1895
Hamilton Luske,American,Male,1903
Clyde Geronimi,Italian,Male,1901
Jack Hannah,American,Male,1913
Jack Kinney,American,Male,1909
Riley Thomson,American,Male,1912
Dick Lundy,American,Male,1907
Charles A. Nichols,American,Male,1910
Dick Huemer,American,Male,1898
Wolfgang Reitherman,American,Male,1909
Frank Tashlin,American,Male,1913
Norm Ferguson,American,Male,1902
Rob Minkoff,American,Male,1962
Connie Rasinski,American,Male,1907
Dave Tendlar,American,Male,1909
Paul J. Smith,American,Male,1906
Pete Burness,American,Male,1904
Robert Cannon,American,Male,1909
Ub Iwerks,American,Male,1901
Alex Lovy,American,Male,1913
Chuck Jones,American,Male,1912
Robert McKimson,American,Male,1910
Hawley Pratt,American,Male,1911
Abe Levitow,American,Male,1922
Rudy Larriva,American,Male,1916
Preston Blair,American,Male,1908
Michael Lah,American,Male,1912
Gene Deitch,American,Male,1924
Maurice Noble,American,Male,1911
Izzy Sparber,American,Male,1900
Erwin Hauer,Austrian,Male,1926
Randy Tuten,American,Male,1946
Adam Helms,American,Male,1974
John Newsom,American,Male,1970
William Villalongo,American,Male,1975
Danilo Barbosa,Brazilian,Male,1949
Ellen Auerbach,German,Female,1906
John Follis,American,Male,1923
Michele Abeles,American,Female,1977
Edward Waisnis,American,Male,1957
Mike Nichols,American,Male,1931
Matt Porterfield,American,Male,1977
Lucian Pintilie,Romanian,Male,1933
Corinna Belz,German,Female,1970
Nicolas Winding Refn,Danish,Male,1970
Sally Cruikshank,American,Female,1949
Julie Taymor,American,Female,1952
Júlio Bressane,Brazilian,Male,1946
Michael Harris,American,Male,1933
Elia Suleiman,Palestinian,Male,1960
Nobi Nakanishi,American,Male,1975
Herbert Danska,American,Male,1927
Natalia Almada,Mexican,Female,1974
Véréna Paravel,French,Female,1971
J.P. Sniadecki,American,Male,1979
Andrez Wajda,Polish,Male,1926
Richard Kaplan,American,Male,1925
Zoe Crosher,American,Female,1975
Arthur Cantrill,Australian,Male,1938
Corinne Cantrill,Australian,Female,1928
Doug Sweetland,American,Male,1974
Marja Mikkonen,Finnish,Female,1979
André Téchiné,French,Male,1943
Éric Chahi,French,Male,1967
Masaya Matsuura,Japanese,Male,1961
Bahman Ghobadi,Iranian,Male,1969
Julia Loktev,Russian,Female,1969
Larry Fessenden,American,Male,1963
Laurie Collyer,American,Female,1967
Erick Zonca,French,Male,1956
Clorindo Testa,Argentine,Male,1923
Simon Levy,American,Male,1946
Alexey Pajitnov,Russian,Male,1955
Keita Takahashi,Japanese,Male,1975
Anya Phillips,American,Female,1955
James McCaffry,American,Male,1954
Nina Leen,American,Female,1909
Jimenez Lai,Canadian,Male,1979
Nipa Doshi,Indian,Female,1971
Jonathan Levien,British,Male,1972
Yto Barrada,French,Female,1971
Irwin Kremen,American,Male,1925
Bela Kolárová,Czech,Female,1923
Martin Boyce,Scottish,Male,1967
Carlos Raúl Villanueva,Venezuelan,Male,1900
Monteiro Filho,Brazilian,Male,1925
Antonio Bandeira,Brazilian,Male,1922
Danilo di Prete,Brazilian,Male,1911
Felix Beltran,Cuban,Male,1938
Paolo Labañino,Cuban,Male,1944
González Ruiz,Argentine,Male,1937
Daniel Grataloup,Swiss,Male,1937
Markus Kayser,German,Male,1983
Barry Parker,British,Male,1867
DoDo Jin Ming,Chinese,Female,1955
Nathalie Djurberg,Swedish,Female,1978
Zanele Muholi,South African,Female,1972
Dóra Maurer,Hungarian,Female,1937
Norman Seeff,American,Male,1939
Gardar Eide Einarsson,Norwegian,Male,1976
Rashid Johnson,American,Male,1977
Douglas Darden,American,Male,1951
Abby Leigh,American,Female,1948
Thomas Klinkowstein,American,Male,1950
David Arnoff,British,Male,1951
Carlos Bunga,Portuguese,Male,1976
Diane Lewis,American,Female,1951
Richard Barnes,American,Male,1953
Vincent Cafarelli,American,Male,1930
Ido Bruno,Israeli,Male,1963
Arthur Brutter,Israeli,Male,1982
Augustin Scott de Martinville,French,Male,1980
Grégoire Jeanmonod,Swiss,Male,1978
Elric Petit,Belgian,Male,1978
Adrián Villar Rojas,Argentine,Male,1980
Adam Saltsman,American,Male,1982
Jenova (Xinghan) Chen,Chinese,Male,1981
Nick Clark,American,Male,1984
Toru Iwatani,Japanese,Male,1955
Rand Miller,American,Male,1959
Robyn Miller,American,Female,1966
José Guillermo Castillo,Venezuelan,Male,1938
Carlos Herrera,Venezuelan,Male,1909
Valentin Carron,Swiss,Male,1977
Rabih Mroué,Lebanese,Male,1967
Meiro Koizumi,Japanese,Male,1976
Lillian Schwartz,American,Female,1927
Yervant Gianikian,Italian,Male,1942
Angela Ricci Lucchi,Italian,Female,1942
Daniel Baranowsky,American,Male,1984
Loretta Fahrenholz,German,Female,1981
Jonathan Nossiter,American,Male,1961
Eryk Rocha,Brazilian,Male,1978
Jay Rosenblatt,American,Male,1955
Song Chuan,Chinese,Male,1980
Ira Sachs,American,Male,1965
Maurice Pialat,French,Male,1933
Jacques Rivette,French,Male,1928
Nina Rosenblum,American,Female,1955
Lisa Cholodenko,American,Female,1964
Phil Donahue,American,Male,1935
Jorge Gaggero,Argentine,Male,1970
Ulu Grosbard,American,Male,1929
Oussama Mohammad,Syrian,Male,1954
Alexander Olch,American,Male,1977
Barry O'Neil,American,Male,1865
Lynne Ramsay,Scottish,Female,1969
Richard Rogers,American,Male,1944
Kazuhiro Soda,Japanese,Male,1970
Peter Weir,Australian,Male,1944
Martin Arnold,Austrian,Male,1959
James Benning,American,Male,1942
Leos Carax,French,Male,1960
Gustav Deutsch,Austrian,Male,1952
Matthias Müller,German,Male,1961
Peter Tscherkassky,Austrian,Male,1958
Apichatpong Weerasethakul,Thai,Male,1970
Annee Olofsson,Swedish,Female,1966
Tom Hunter,British,Male,1965
Daniela Rossell,Mexican,Female,1973
Vibeke Tandberg,Norwegian,Female,1967
Hellen Van Meene,Dutch,Female,1972
Carol Rama,Italian,Female,1918
Filip Dujardin,Belgian,Male,1971
Cristian Mungiu,Romanian,Male,1968
Hsiao-Hsien Hou,Taiwanese,Male,1947
Claude Chabrol,French,Male,1930
Jessica Yu,American,Female,1966
Ada Tolla,Italian,Female,1964
Giuseppe Lignano,Italian,Male,1963
Alex Holdridge,American,Male,1975
Catherine Breillat,French,Female,1948
Christopher Zalla,Kenyan,Male,1974
Christophe Honoré,French,Male,1970
Johnnie To,Chinese,Male,1955
Ka-Fai Wai,Chinese,Male,1955
Cristóbal Lehyt,Chilean,Male,1973
Joseph Byrd,American,Male,1937
Waldemar Cordeiro,Brazilian,Male,1925
Janice Kerbel,Canadian,Female,1969
Claude Lelouch,French,Male,1937
William Scott,American,Male,1964
Nagisa Oshima,Japanese,Male,1932
André Halimi,Tunisian,Male,1930
Jean Douchet,French,Male,1929
Jean-Daniel Pollet,French,Male,1936
Eric Rohmer,French,Male,1920
Jean Rouch,French,Male,1917
Lisa Oppenheim,American,Female,1975
Allen Hawthorne,American,Male,1935
Lyle Ashton Harris,American,Male,1964
Lucy Raven,American,Female,1977
Anna Ostoya,Polish,Female,1978
Eileen Quinlan,American,Female,1972
Josephine Pryde,British,Female,1967
Brendan Fowler,American,Male,1978
Adam Broomberg,South African,Male,1970
Oliver Chanarin,British,Male,1971
Robi Müller,Swiss,Male,1942
Lourdes Portillo,Mexican,Female,1944
Nina Serrano,American,Female,1934
Richard Press,American,Male,1965
Lucien Castaing-Taylor,British,Male,1966
Julius Klinger,Austrian,Male,1876
François Truffaut,French,Male,1932
Samuel Fuller,American,Male,1912
George Roy Hill,American,Male,1921
Brian Beker,American,Male,1958
Stephen Daldry,British,Male,1961
Franz Josef van der Grinten,German,Male,1933
Clifford Owens,American,Male,1971
Geta Br_tescu,Romanian,Female,1926
Yael Mer,Israeli,Female,1976
Richard Maxfield,American,Male,1927
Mary Vieira,Brazilian,Female,1927
Paulo Monteiro,Brazilian,Male,1961
Ryan Trecartin,American,Male,1981
Paulo Bruscky,Brazilian,Male,1949
Gino Soggetti,Italian,male,1898
Jeanne Verdoux,French,Female,1966
Molly Crabapple,American,Female,1983
Fernando Vilela,Brazilian,Male,1973
Fernando Ortega,Mexican,Male,1971
Thomas Lanigan-Schmidt,American,Male,1948
Fernand Fau,French,Male,1858
Liu Xiaodong,Chinese,Male,1963
Tom Shortlidge,American,Male,1943
Luc Sante,American,Male,1954
Jayson Musson,American,Male,1977
Ben Katchor,American,Male,1951
Amanda Guest,British,Female,1964
Bart Wasserman,American,Male,1930
Christian Petzold,German,Male,1960
Maren Ade,German,Female,1976
Nuri Bilge Ceylan,Turkish,Male,1959
Hong Sang-soo,Korean,Male,1961
Miguel Gomes,Portuguese,Male,1972
Pedro Costa,Portuguese,Male,1959
José Luis Guerín,Spanish,Male,1960
Matías Piñeiro,Argentine,Male,1982
João Pedro Rodrigues,Portuguese,Male,1966
Pier Paolo Pasolini,Italian,Male,1922
Matias Meyer,French,Male,1979
Kleber Mendonça Filho,Brazilian,Male,1968
Christopher Kenneally,American,Male,1975
Sebastián Silva,Chilean,Male,1979
Nicolás Pereda,Mexican,Male,1977
Bijan Zamanpira,Iraqi,Male,1965
Nahid Ghobadi,Iranian,Female,1964
Mohamed Diab,Saudi Arabian,Male,1977
Sebastián del Amo,French,Male,1971
Mani Haghighi,Iranian,Male,1969
Srdan Dragojevic,Serbian,Male,1963
Eduardo Nunes,Brazilian,Male,1969
Darezhan Omirbayev,Kazakhstani,Male,1958
Bujar Alimani,Albanian,Male,1969
Gustavo Pizzi,Brazilian,Male,1977
Kivu Ruhorahoza,Rwandan,Male,1982
Morteza Farshbaf,Iranian,Male,1986
Paula Markovitch,Argentine,Female,1968
Oday Rasheed,Iraqi,Male,1973
Tolga Karaçelik,Turkish,Male,1981
Li Shaohong,Chinese,Female,1955
Ahmed Imamovic,Bosnian,Male,1971
Lu Zhang,Chinese,Male,1962
Diego Lerman,Argentine,Male,1976
Sidharth Srinivasan,Indian,Male,1975
Levan Koguashvili,Georgian,Male,1973
